,symbol,stock_val_10,stock_val_11,stock_val_12,stock_val_13,stock_val_14,stock_val_15,stock_val_16,rating,After Tax ROE,Capital Expenditures,Cost of Revenue,Depreciation,Earnings Before Tax,Fixed Assets,Goodwill,Gross Margin,Gross Profit,Investments,Liabilities,Long-Term Debt,Long-Term Investments,Net Borrowings,Net Income,Total Assets,Total Liabilities & Equity,Total Revenue,For Year,Estimated Shares Outstanding
253,MHK,17527487.382400002,22988384.2318,78066563.8629,79453036.7984,62066320.399500005,76684010.5951,87919100.9179,4,13.0,-503657000.0,5660877000.0,362647000.0,748861000.0,3147118000.0,2293365000.0,30.0,2410686000.0,0.0,-23725000.0,1196928000.0,0.0,960659000.0,615302000.0,9942364000.0,9942364000.0,8071563000.0,2015,237568339.768
254,MJN,57506550.0,84915918.7065,53937553.1814,80116441.913,59268330.5895,65054797.528,52369477.4802,3,103.0,-173700000.0,1455300000.0,99100000.0,871200000.0,964000000.0,126000000.0,64.0,2616000000.0,0.0,2700000.0,2981000000.0,0.0,1463600000.0,653500000.0,3998100000.0,3998100000.0,4071300000.0,2015,199237804.878
255,MKC,12819014.724499999,12262143.5136,25354822.600899998,22192239.356000002,40114571.6197,30142787.295399997,53403427.14439999,2,24.0,-128400000.0,2559000000.0,105900000.0,496200000.0,618400000.0,1759300000.0,40.0,1737300000.0,0.0,40400000.0,1051400000.0,365400000.0,118000000.0,401600000.0,4472600000.0,4472600000.0,4296300000.0,2015,127898089.172
256,MLM,26602015.4232,22841690.211600002,30791847.6734,29772126.5958,42958608.0,82357741.206,93197670.5793,3,7.0,-318232000.0,2817803000.0,263587000.0,413801000.0,3156000000.0,2068235000.0,20.0,721767000.0,1808000.0,-40053000.0,1553649000.0,0.0,-11268000.0,288792000.0,6961732000.0,6961732000.0,3539570000.0,2015,67005104.4084
257,MMC,31323438.0,40922605.294199996,86809250.51840001,47025264.972399995,72191090.52239999,78855446.42210001,94429983.4116,4,25.0,-325000000.0,0.0,423000000.0,2307000000.0,773000000.0,7889000000.0,100.0,12893000000.0,-65000000.0,-408000000.0,4414000000.0,0.0,1030000000.0,1599000000.0,18216000000.0,18216000000.0,12893000000.0,2015,531229235.88
258,MMM,154606455.3745,139472250.11949998,239608704.8388,258971625.0,266806395.3659,241325278.39799997,284372736.1475,3,42.0,-1461000000.0,15383000000.0,1435000000.0,6823000000.0,8515000000.0,9249000000.0,49.0,14891000000.0,1300000000.0,-735000000.0,8753000000.0,126000000.0,3482000000.0,4833000000.0,32883000000.0,32883000000.0,30274000000.0,2015,626036269.43
259,MNST,23217547.555882238,38956791.577199996,20593509.33329436,13210631.415199999,59408302.258499995,106893692.41185649,111510666.00000001,3,11.0,-35605000.0,1090263000.0,30860000.0,891548000.0,97354000.0,1279715000.0,60.0,1632301000.0,64365000.0,463703000.0,0.0,15348000.0,-1083000.0,546733000.0,5675189000.0,5675189000.0,2722564000.0,2015,
260,MO,105097860.26879999,184396315.0,302565993.6236,397052403.6574,251749992.00000003,210871542.3774,359643747.9558,3,182.0,-229000000.0,14320000000.0,225000000.0,8078000000.0,1982000000.0,5285000000.0,44.0,11114000000.0,-132000000.0,356000000.0,12915000000.0,6722000000.0,-1793000000.0,5241000000.0,32535000000.0,32535000000.0,25434000000.0,2015,1962921348.31
261,MON,162296017.6695,103871767.99999999,220231624.6536,156701479.03350002,264876939.2171,244713820.5483,137004460.69779998,2,29.0,-923000000.0,6485000000.0,727000000.0,1991000000.0,5231000000.0,4020000000.0,52.0,7017000000.0,130000000.0,312000000.0,7453000000.0,101000000.0,156000000.0,1336000000.0,19736000000.0,19736000000.0,13502000000.0,2016,442384105.96
262,MOS,175857082.303,111631848.0,227998047.0261,76809023.0,70771198.1006,116865722.0,84467467.0,2,10.0,-1000300000.0,7177400000.0,772200000.0,1103300000.0,8721000000.0,1595300000.0,19.0,1717900000.0,-172700000.0,263800000.0,3769500000.0,980500000.0,-42400000.0,1000400000.0,17389500000.0,17389500000.0,8895300000.0,2015,358566308.244
263,MRK,197924477.49179998,296318237.8599,586154341.6826,424168736.5251,424993651.48359996,436525608.0,633046760.2467,4,10.0,-1283000000.0,14934000000.0,6375000000.0,5401000000.0,12507000000.0,17723000000.0,62.0,24564000000.0,3871000000.0,-588000000.0,23929000000.0,13039000000.0,3492000000.0,4442000000.0,101779000000.0,101779000000.0,39498000000.0,2015,2811392405.06
264,MRO,93370061.2646423,174153573.0,153971454.0,108441596.928,172079589.0827,127675190.0,137103847.07950002,2,12.0,-3476000000.0,1694000000.0,2957000000.0,-2958000000.0,27061000000.0,115000000.0,69.0,3828000000.0,77000000.0,-965000000.0,7276000000.0,1003000000.0,908000000.0,-2204000000.0,32311000000.0,32311000000.0,5522000000.0,2015,676073619.632
265,MSFT,690828320.0,711192344.6043,1141839102.2505,654805934.9999999,1001113646.5525,1471862208.0,1589534960.4201,4,23.0,-8343000000.0,32780000000.0,6622000000.0,19751000000.0,18356000000.0,17872000000.0,62.0,52540000000.0,-14417000000.0,-938000000.0,40783000000.0,10431000000.0,18283000000.0,16798000000.0,193694000000.0,193694000000.0,85320000000.0,2016,7923584905.66
266,MTB,58880622.0292,29841304.4364,61819466.627799995,63937862.9016,50210315.199099995,96592578.0,130634687.15429999,3,7.0,-81936000.0,73814000.0,175349000.0,1674692000.0,666682000.0,4593112000.0,0.0,0.0,9717938000.0,-46338000.0,0.0,102463729000.0,-9579879000.0,1079667000.0,122787884000.0,122787884000.0,4995881000.0,2015,149538365.651
267,MTD,9586714.443799999,10531723.4991,18054220.2802,27461187.5472,32937893.0199,28419094.419,51985151.7516,4,61.0,-82506000.0,1043454000.0,64038000.0,463424000.0,517229000.0,446284000.0,56.0,1351993000.0,-5415000.0,23703000.0,575138000.0,0.0,147387000.0,352820000.0,1959335000.0,1959335000.0,2395447000.0,2015,27672156.8627
268,MU,125099168.0,95982884.0,119113384.0,546412200.0,375107621.57140005,187611504.0,443888768.00000006,2,2.0,-5817000000.0,9894000000.0,3106000000.0,-281000000.0,14686000000.0,0.0,20.0,2505000000.0,2847000000.0,209000000.0,9154000000.0,1778000000.0,1329000000.0,-276000000.0,27540000000.0,27540000000.0,12399000000.0,2016,1022222222.22
269,MUR,44852321.05941254,37954226.20250745,89746682.43080656,56335301.395100005,64807056.00000001,68378213.0458,52469613.314500004,3,43.0,-2549736000.0,832306000.0,1751097000.0,-3282262000.0,9818365000.0,0.0,70.0,1954810000.0,217352000.0,0.0,3040594000.0,0.0,139566000.0,-2270833000.0,11493812000.0,11493812000.0,2787116000.0,2015,174277283.193
270,MYL,43521458.9403,47016711.8091,109701183.9964,83801063.8618,81539203.5535,138824725.0,240764662.622,3,29.0,-325300000.0,4191600000.0,566600000.0,974500000.0,1785700000.0,4049300000.0,46.0,3528000000.0,300000.0,78200000.0,5699900000.0,0.0,-168600000.0,929400000.0,15820500000.0,15820500000.0,7719600000.0,2014,373253012.048
271,NBL,83532033.9408,95107362.9924,86122908.307,110631074.62429999,116099154.0,126082384.0,84535068.2211,4,24.0,-2979000000.0,979000000.0,2131000000.0,-2219000000.0,21300000000.0,0.0,69.0,2204000000.0,108000000.0,-528000000.0,7976000000.0,0.0,-149000000.0,-2441000000.0,24196000000.0,24196000000.0,3183000000.0,2015,402141680.395
272,NDAQ,20844432.0,15556497.000000002,17812872.0,22112879.4444,21145563.559100002,46995541.3842,36828745.6461,3,8.0,-133000000.0,1313000000.0,138000000.0,630000000.0,323000000.0,5395000000.0,60.0,1979000000.0,-66000000.0,-20000000.0,2364000000.0,201000000.0,137000000.0,428000000.0,11861000000.0,11861000000.0,3292000000.0,2015,167187500.0
273,NEE,45829186.763,74839785.2293,102428878.9608,115826740.05839999,159201163.4978,148967869.5661,170111038.576,4,12.0,-3511000000.0,8596000000.0,3203000000.0,3990000000.0,61386000000.0,0.0,51.0,8890000000.0,-4239000000.0,-140000000.0,26681000000.0,2988000000.0,1444000000.0,2752000000.0,82479000000.0,82479000000.0,17486000000.0,2015,450409165.303
274,NEM,163962813.0,198969149.3688,304651037.4399,280553775.1821,124991369.99999999,75363708.0,376657478.0,2,2.0,-1401000000.0,4312000000.0,1239000000.0,966000000.0,17303000000.0,0.0,44.0,3417000000.0,29000000.0,0.0,6087000000.0,402000000.0,-462000000.0,220000000.0,25182000000.0,25182000000.0,7729000000.0,2015,511627906.977
275,NFLX,541226289.2396598,215879914.6529819,239132200.74784175,553138611.0044996,421034334.8592605,1057443072.265,548000713.2795,3,6.0,-91248000.0,4591476000.0,3547045000.0,141885000.0,173412000.0,0.0,32.0,2188035000.0,-8074000.0,172560000.0,2371362000.0,0.0,1500000000.0,122641000.0,10202871000.0,10202871000.0,6779511000.0,2015,422900000.0
276,NFX,52330227.7257,51169425.99999999,55632774.0774,73227450.02690001,93827067.45969999,66178202.0325,132349950.0,3,244.0,-1745000000.0,497000000.0,917000000.0,-4947000000.0,3991000000.0,0.0,68.0,1060000000.0,0.0,-18000000.0,2467000000.0,125000000.0,-424000000.0,-3362000000.0,4768000000.0,4768000000.0,1557000000.0,2015,158734655.335
277,NKE,123773577.10200001,159232155.9569,175630913.1926,161455781.9469,225827509.6974,399568750.0,373356530.6904,4,31.0,-1143000000.0,17405000000.0,662000000.0,4623000000.0,3520000000.0,131000000.0,46.0,14971000000.0,93000000.0,-889000000.0,2010000000.0,0.0,868000000.0,3760000000.0,21396000000.0,21396000000.0,32376000000.0,2016,1701357466.06
278,NOV,135324712.97993508,111481517.8279072,264506472.3472045,147040841.79109776,187350267.141,134197787.01419999,95116317.4595,2,5.0,-453000000.0,11694000000.0,747000000.0,-589000000.0,3124000000.0,6980000000.0,21.0,3063000000.0,0.0,-2560000000.0,3928000000.0,327000000.0,762000000.0,-769000000.0,26725000000.0,26725000000.0,14757000000.0,2015,386432160.804
279,NSC,71131086.0,76524859.0503,124292216.0,82813644.7842,114564373.04519999,77831255.3196,160732511.0,3,13.0,-2385000000.0,3662000000.0,1059000000.0,2442000000.0,28992000000.0,0.0,65.0,6849000000.0,235000000.0,-152000000.0,9393000000.0,2572000000.0,1083000000.0,1556000000.0,34139000000.0,34139000000.0,10511000000.0,2015,303313840.156
280,NTAP,99323710.1928,69837885.0,145003095.678,63684718.45200001,98874832.3854,89437939.3712,73668449.0,2,8.0,-160000000.0,2173000000.0,279000000.0,345000000.0,937000000.0,1676000000.0,61.0,3373000000.0,982000000.0,163000000.0,1490000000.0,0.0,850000000.0,229000000.0,10037000000.0,10037000000.0,5546000000.0,2016,293589743.59
281,NTRS,59399520.0,28194293.999999996,55657535.99999999,43880009.291,43122521.2796,71008646.06,68595217.3109,2,11.0,-98500000.0,0.0,404900000.0,1465000000.0,446900000.0,526400000.0,0.0,0.0,-7242100000.0,198600000.0,0.0,70554500000.0,1161900000.0,973800000.0,116749600000.0,116749600000.0,4856500000.0,2015,241637717.122
282,NUE,106745520.0,60308637.0,104589627.99999999,64637843.2109,55980763.8587,77005238.0892,131146368.0,2,5.0,-374123000.0,14858014000.0,700017000.0,703909000.0,4891153000.0,2011278000.0,10.0,1581262000.0,-475000.0,-432399000.0,4360600000.0,0.0,-172116000.0,357659000.0,14250399000.0,14250399000.0,16439276000.0,2015,322215315.315
283,NVDA,150632020.0,64780254.0,100059990.0,94428288.0,83357870.8425,121968476.29950002,3228457979.508,2,14.0,-86000000.0,2199000000.0,226000000.0,743000000.0,466000000.0,618000000.0,56.0,2811000000.0,-339000000.0,-69000000.0,10000000.0,0.0,-3000000.0,614000000.0,7370000000.0,7370000000.0,5010000000.0,2016,543362831.858
284,NWL,26850042.0,25329659.999999996,50127543.0,33495734.999999996,34269573.0,94992404.31,91398554.094,3,19.0,-211400000.0,3611100000.0,171600000.0,337500000.0,599200000.0,2791200000.0,39.0,2304600000.0,0.0,44000000.0,2687600000.0,0.0,537600000.0,350000000.0,7278000000.0,7278000000.0,5915700000.0,2015,269230769.231
285,O,23389380.6839,19588087.439700004,38887090.032900006,68664805.6788,62118418.69800001,64165765.2428,116339520.0,3,4.0,-1266885000.0,55352000.0,421168000.0,498860000.0,10618884000.0,15321000.0,95.0,967933000.0,22013000.0,6168000.0,4603486000.0,0.0,-93612000.0,283766000.0,11865870000.0,11865870000.0,1023285000.0,2015,260335779.817
286,OKE,26802567.85147038,48483253.93000552,66774889.308503136,49691737.15144184,96821635.94459999,96275106.0,72979592.0,3,73.0,-1188312000.0,5641052000.0,354620000.0,521876000.0,12373989000.0,0.0,27.0,2122154000.0,33915000.0,-223596000.0,8323582000.0,948221000.0,757282000.0,244977000.0,15446111000.0,15446111000.0,7763206000.0,2015,209382051.282
287,OMC,48685398.937,70302663.154,91946382.1596,66241361.6721,98278443.2686,152477606.0612,147827560.7369,4,45.0,-202700000.0,12491400000.0,281900000.0,1778600000.0,692700000.0,8676400000.0,17.0,2643000000.0,-500000.0,0.0,3564200000.0,136600000.0,-1100000.0,1093900000.0,22110700000.0,22110700000.0,15134400000.0,2015,246930022.573
288,ORLY,25497239.156,46954633.2381,64051544.56740001,42525786.3128,113087199.06449999,104789169.173,159166999.2868,3,47.0,-414020000.0,3804031000.0,212362000.0,1460366000.0,2861556000.0,757142000.0,52.0,4162643000.0,4074000.0,271310000.0,1390018000.0,13219000.0,-25000.0,931216000.0,6676684000.0,6676684000.0,7966674000.0,2015,99915879.8283
289,OXY,247641320.3286125,212812316.8902216,340502789.7257145,255775200.007202,286633041.55579996,310505690.5926,187740918.9071,3,32.0,-5272000000.0,5804000000.0,4544000000.0,-9684000000.0,31639000000.0,0.0,53.0,6676000000.0,819000000.0,-2320000000.0,6883000000.0,2396000000.0,4304000000.0,-7829000000.0,43437000000.0,43437000000.0,12480000000.0,2015,765298142.717
290,PAYX,37246550.0,52162565.7324,91461990.0,66751531.53389999,87824570.1956,104976070.0152,95861649.5746,4,40.0,-97700000.0,0.0,190800000.0,1151100000.0,353000000.0,657100000.0,100.0,2951900000.0,-587900000.0,63300000.0,0.0,441100000.0,0.0,756800000.0,6440800000.0,6440800000.0,2951900000.0,2016,360380952.381
291,PBCT,23857629.0,27047965.0,30066621.0,39688488.0,37195554.0,33480564.999999996,56066562.896,3,5.0,-80300000.0,95500000.0,63200000.0,390500000.0,257800000.0,1958700000.0,0.0,0.0,-3281200000.0,0.0,0.0,34378400000.0,618200000.0,260100000.0,38877400000.0,38877400000.0,1421300000.0,2015,302441860.465
292,PBI,30222582.0,23119381.247,40131952.0,50376927.8379,30038463.2326,25223975.0,23103990.0,2,228.0,-166329000.0,1558591000.0,173312000.0,610825000.0,510750000.0,1745957000.0,56.0,2019469000.0,-67522000.0,-89042000.0,2507912000.0,763054000.0,-275120000.0,407943000.0,6141462000.0,6141461000.0,3578060000.0,2015,199972058.824
293,PCAR,74484660.0,43008067.147800006,86545501.0857,58039851.0382,76259615.2426,63027782.6594,135653314.2458,2,23.0,-1725200000.0,15292100000.0,0.0,2337100000.0,5549400000.0,0.0,18.0,3379200000.0,-676900000.0,339500000.0,5795000000.0,9303600000.0,663800000.0,1604000000.0,21109800000.0,18545500000.0,18671300000.0,2015,354867256.637
294,PCG,53977872.00000001,67975903.6491,97058808.0,77559138.0745,98456735.6986,93273982.2464,101990291.0,3,5.0,-5173000000.0,12713000000.0,2612000000.0,861000000.0,46723000000.0,0.0,24.0,4120000000.0,-124000000.0,-12000000.0,15925000000.0,2605000000.0,1506000000.0,888000000.0,63234000000.0,62982000000.0,16833000000.0,2015,490607734.807
295,PCLN,233297237.9932,222723497.7142,362680002.769,516105610.656,550151306.1825,428638173.5262,593900929.9009,3,29.0,-173915000.0,632180000.0,346759000.0,3128320000.0,274786000.0,3375000000.0,93.0,8591807000.0,-3585452000.0,166201000.0,6158443000.0,7931363000.0,2251405000.0,2551360000.0,17420575000.0,17420575000.0,9223987000.0,2015,50935516.0711
296,PDCO,16993523.4452,7362288.0,18590313.0,20624720.5006,19211139.2012,26117816.422300003,38260474.067499995,3,13.0,-79354000.0,4063955000.0,87536000.0,301693000.0,293315000.0,816592000.0,25.0,1322748000.0,-1057839000.0,115635000.0,1022155000.0,88248000.0,337625000.0,187184000.0,3520804000.0,3520804000.0,5386703000.0,2016,96986528.4974
297,PEG,64354808.976900004,88040965.6658,139288140.0,96901779.0244,136350707.0,104896325.2888,87768778.0002,3,13.0,-3863000000.0,6239000000.0,1427000000.0,2680000000.0,26539000000.0,16000000.0,40.0,4176000000.0,-37000000.0,-200000000.0,8834000000.0,3730000000.0,855000000.0,1679000000.0,37535000000.0,37535000000.0,10415000000.0,2015,505722891.566
298,PEP,194513547.95479998,174692909.7342,403709628.00000006,249607936.01900002,352462936.5452,302747601.94020003,362689421.60080004,2,45.0,-2758000000.0,28731000000.0,2416000000.0,7442000000.0,16317000000.0,14177000000.0,54.0,34325000000.0,-400000000.0,1747000000.0,29213000000.0,2311000000.0,4632000000.0,5452000000.0,69667000000.0,69667000000.0,63056000000.0,2015,1469541778.98
299,PFE,417378866.00000006,534198523.3143,845767824.0,464500871.8351,465069500.0,679784498.941,612787168.0,4,11.0,-1397000000.0,9648000000.0,5157000000.0,8965000000.0,13766000000.0,48242000000.0,80.0,39203000000.0,14638000000.0,728000000.0,32810000000.0,15999000000.0,1306000000.0,6960000000.0,167460000000.0,167461000000.0,48851000000.0,2015,6159292035.4
300,PFG,31238064.9594,18664020.0,48928912.0,40227098.815799996,32914377.3663,41997826.0,46363218.8013,2,13.0,-136400000.0,6697700000.0,463800000.0,1430800000.0,633800000.0,1009000000.0,44.0,5266700000.0,-3031200000.0,3217100000.0,3446300000.0,70366100000.0,909300000.0,1234000000.0,218660300000.0,218660300000.0,11964400000.0,2015,300243309.002
301,PG,337449458.4912,270996028.9377,615212381.9381,469353096.0612,520315166.1516,400385240.168,522119996.41959995,2,20.0,-511941000.0,299694000.0,104745000.0,1329815000.0,2083421000.0,0.0,94.0,4560733000.0,-534963000.0,498250000.0,351569000.0,864260000.0,-40583000.0,895522000.0,6973466000.0,6973466000.0,4860427000.0,0,
302,PGR,45464549.2881,48035571.00000001,84929610.0,45104580.0,60821965.0,45788818.5601,55429700.0,3,17.0,-130700000.0,18705900000.0,315100000.0,1911600000.0,1037200000.0,447600000.0,10.0,2147900000.0,-1038500000.0,563100000.0,2707900000.0,18867500000.0,342300000.0,1267600000.0,29819300000.0,29819300000.0,20853800000.0,2015,586851851.852
303,PH,48612791.6899,64133875.0,70744400.33659999,58646975.544099994,137847546.79299998,90346570.7948,83076000.0,3,18.0,-149407000.0,8823384000.0,306843000.0,1114728000.0,1568100000.0,2903037000.0,22.0,2537369000.0,-50831000.0,-230391000.0,2675000000.0,850088000.0,-217781000.0,806840000.0,12056738000.0,12056738000.0,11360753000.0,2016,135375838.926
304,PHM,32502192.0,36953884.0,175520032.0,124925142.1328,75041324.5032,38143710.0,53241343.103300005,2,10.0,-45440000.0,4353850000.0,46222000.0,816023000.0,81492000.0,0.0,27.0,1628114000.0,-454000.0,-23898000.0,2342382000.0,483982000.0,386530000.0,494090000.0,9189406000.0,9189406000.0,5981964000.0,2015,358036231.884
305,PKI,12483970.0,11896000.0,15711300.0,16945530.0,23141916.0,26726073.0,18554970.711600002,4,10.0,-29632000.0,1237859000.0,120778000.0,244015000.0,167029000.0,2276149000.0,45.0,1024500000.0,0.0,-50326000.0,1011762000.0,1586000.0,-35072000.0,212425000.0,4166295000.0,4166295000.0,2262359000.0,2015,112394179.894
306,PM,160272696.2617,288649451.034,477166194.295,331006858.603,298212874.0161,217788243.9096,302740403.382,2,52.0,-960000000.0,56479000000.0,754000000.0,9615000000.0,5721000000.0,7415000000.0,24.0,17429000000.0,-55000000.0,106000000.0,25250000000.0,890000000.0,44000000.0,6873000000.0,33956000000.0,33956000000.0,73908000000.0,2015,1554977375.57
307,PNC,80727241.3295,105374620.3456,153961726.6404,100256636.58459999,216205984.1097,129650190.27939999,190048302.3751,3,9.0,0.0,403000000.0,1088000000.0,5507000000.0,0.0,9103000000.0,0.0,0.0,-15554000000.0,-1788000000.0,0.0,289939000000.0,-2367000000.0,4106000000.0,358493000000.0,358493000000.0,16270000000.0,2015,546010638.298
308,PNR,7134053.609200001,16168953.485699998,98064083.9904,54718513.591000006,68312967.943,35839907.2764,49734090.0,3,2.0,-134300000.0,4263200000.0,271700000.0,71300000.0,942800000.0,5255400000.0,34.0,2185800000.0,0.0,-80400000.0,4709300000.0,0.0,1719400000.0,-76400000.0,11857000000.0,11857000000.0,6449000000.0,2015,181904761.905
309,PNW,14507500.35,26079834.0,39575774.0,43330894.3624,70536903.9348,33342609.551299997,33732368.5677,4,10.0,-1076087000.0,1969675000.0,571664000.0,693910000.0,11684969000.0,0.0,44.0,1525768000.0,-33508000.0,-94859000.0,3462391000.0,747302000.0,279445000.0,437257000.0,15028258000.0,15028258000.0,3495443000.0,2015,110978934.01
310,PPG,63414000.99999999,46503928.886,303143408.4382,98509406.07759999,146456636.1984,88483428.0,117578210.4816,2,28.0,-454000000.0,8206000000.0,471000000.0,1783000000.0,2822000000.0,3669000000.0,44.0,6560000000.0,327000000.0,192000000.0,4026000000.0,367000000.0,342000000.0,1406000000.0,17076000000.0,17076000000.0,14766000000.0,2015,271428571.429
311,PPL,36229480.0,84320662.0,96073687.6443,73985292.0,127605499.0248,103915614.0447,93695382.2483,3,7.0,-3533000000.0,1718000000.0,942000000.0,2068000000.0,30382000000.0,3550000000.0,78.0,5951000000.0,136000000.0,-238000000.0,18563000000.0,0.0,1330000000.0,682000000.0,39301000000.0,39301000000.0,7669000000.0,2015,675247524.752
312,PRU,86972992.5186,98310378.0385,165099020.1916,91602126.99329999,123731186.63219999,99230653.8756,151896379.0806,3,13.0,0.0,32747000000.0,113000000.0,7769000000.0,0.0,0.0,43.0,24372000000.0,-7852000000.0,8556000000.0,24439000000.0,412197000000.0,209000000.0,5642000000.0,757388000000.0,757388000000.0,57119000000.0,2015,456103476.152
313,PVH,29305950.0698,26158838.2578,97133751.75,59522353.7504,76184246.8112,59052571.6036,66994174.5152,2,13.0,-263800000.0,3858700000.0,257400000.0,647500000.0,744600000.0,3219300000.0,52.0,4161600000.0,-26600000.0,57100000.0,3054300000.0,0.0,-340400000.0,572400000.0,10696400000.0,10696400000.0,8020300000.0,2015,82359712.2302
314,PWR,25405968.000000004,15767280.732,45637068.6723,27952691.1143,45986120.3802,46378575.0,59098626.6084,3,10.0,-209968000.0,6648771000.0,198944000.0,228675000.0,1101959000.0,1552658000.0,12.0,923665000.0,-4338000.0,150531000.0,475364000.0,0.0,410652000.0,321824000.0,5213543000.0,5213543000.0,7572436000.0,2015,202405031.447
315,PX,102114713.0696,105553061.9748,87111252.6123,77705927.4024,99100442.4702,95324161.8618,115408713.9696,2,35.0,-1541000000.0,5960000000.0,1106000000.0,2160000000.0,10998000000.0,2986000000.0,45.0,4816000000.0,0.0,-55000000.0,8975000000.0,665000000.0,168000000.0,1547000000.0,18319000000.0,18319000000.0,10776000000.0,2015,287012987.013
316,QCOM,312019615.6094,264731594.8397,941175171.2146,425088675.0,577060970.527,368541291.7446,385299382.2715,2,18.0,-539000000.0,9749000000.0,1428000000.0,6833000000.0,2306000000.0,5679000000.0,59.0,13805000000.0,-2577000000.0,-118000000.0,10008000000.0,13702000000.0,749000000.0,5705000000.0,52359000000.0,52359000000.0,23554000000.0,2016,1485677083.33
317,R,31026015.410600003,15952627.699800001,21624683.0,18821277.7449,28365674.389,29040131.022,30498068.8194,3,15.0,-2667978000.0,5086449000.0,1192728000.0,469215000.0,8899705000.0,389135000.0,23.0,1485444000.0,70980000.0,-93132000.0,4868097000.0,510246000.0,808271000.0,304768000.0,10952580000.0,10952580000.0,6571893000.0,2015,53003130.4348
318,RCL,58721800.0,34967809.0,51102000.0,26887138.866,93994929.00000001,103052020.98179999,88110961.074,3,8.0,-1613340000.0,5099393000.0,827008000.0,665783000.0,18777778000.0,286764000.0,39.0,3199681000.0,-110507000.0,-87122000.0,7767378000.0,0.0,280948000.0,665783000.0,20921855000.0,20921855000.0,8299074000.0,2014,219730363.036
319,REGN,10820768.6592,27659570.0,83499270.4167,156831746.302,311748975.0,168561133.4475,224989458.54839998,4,17.0,-677933000.0,392709000.0,74909000.0,1225097000.0,1594120000.0,0.0,90.0,3711019000.0,-229668000.0,912549000.0,362919000.0,632162000.0,-140447000.0,636056000.0,5609132000.0,5609132000.0,4103728000.0,2015,103088492.707
320,RHI,14290200.0,22412249.2125,52248440.0,19034067.9066,35728560.612,30886127.344800003,29438729.3965,3,36.0,-75057000.0,2980462000.0,53465000.0,581030000.0,142906000.0,208579000.0,42.0,2114471000.0,-28225000.0,80180000.0,1007000.0,0.0,-140000.0,357796000.0,1671044000.0,1671044000.0,5094933000.0,2015,131542647.059
321,RHT,43157511.8908,50596767.22539999,93251966.23920001,89484673.5968,81280982.82440001,77949051.11739999,112927935.13939999,2,15.0,-41553000.0,309629000.0,109260000.0,274865000.0,166886000.0,1027277000.0,85.0,1742601000.0,-327313000.0,322933000.0,723942000.0,786470000.0,-1843000.0,199365000.0,4155099000.0,4155099000.0,2052230000.0,2016,182903669.725
322,RL,36215379.347,64966640.94100001,77448670.96679999,58321073.3121,85377277.84439999,56698729.5258,84214368.0,3,11.0,-418000000.0,3218000000.0,310000000.0,552000000.0,1583000000.0,918000000.0,57.0,4187000000.0,-143000000.0,67000000.0,597000000.0,0.0,155000000.0,396000000.0,6213000000.0,6213000000.0,7405000000.0,2016,85161290.3226
323,ROK,21699445.6974,35357004.4457,93741236.7678,40906993.3848,68677118.1472,57738647.562699996,58584957.3846,3,37.0,-116900000.0,3404000000.0,172200000.0,943100000.0,578300000.0,1073900000.0,42.0,2475500000.0,-184400000.0,-46000000.0,1516300000.0,0.0,448600000.0,729700000.0,7101200000.0,7101200000.0,5879500000.0,2016,130303571.429
324,ROP,23471653.000000004,23176916.8004,43666717.1751,42144849.8727,33896681.3008,47010981.266100004,68160684.7446,2,13.0,-36260000.0,1417749000.0,208397000.0,1002345000.0,105510000.0,5824726000.0,60.0,2164646000.0,0.0,2916000.0,3264417000.0,0.0,1062868000.0,696067000.0,10168365000.0,10168365000.0,3582395000.0,2015,100587716.763
325,ROST,35603425.0,110844710.6679,109775655.0,84071460.00000001,118399988.5122,78777841.464,182164634.44619998,2,41.0,-366960000.0,8576873000.0,274828000.0,1611759000.0,2342906000.0,0.0,28.0,3363126000.0,386000.0,-36687000.0,396025000.0,1331000.0,0.0,1020661000.0,4869119000.0,4869119000.0,11939999000.0,2015,403423320.158
326,RRC,45857110.0,67855268.90450001,97260843.096,105851202.489,165128433.0894,153443356.235,101609394.95719999,4,26.0,-1035085000.0,648968000.0,1200712000.0,-1052362000.0,6380760000.0,0.0,45.0,532736000.0,367000.0,-66667000.0,2651303000.0,7218000.0,-446120000.0,-713685000.0,6900031000.0,6900031000.0,1181704000.0,2015,166360139.86
327,RSG,35425905.186400004,41782328.4834,33359941.999999996,37230481.1214,37601550.0,40866711.857999995,39535649.307,4,10.0,-945600000.0,5518600000.0,1050000000.0,1195900000.0,7552800000.0,11145500000.0,39.0,3596400000.0,0.0,29600000.0,7527400000.0,0.0,497400000.0,749900000.0,20535900000.0,20535900000.0,9115000000.0,2015,350420560.748
328,SBUX,101951706.1731,123458627.63340001,247958309.6235,235804955.9919,312832046.43810004,294903373.08739996,463286640.0,3,48.0,-1440300000.0,8511100000.0,1030100000.0,4198600000.0,4533800000.0,1719600000.0,60.0,12804800000.0,-807500000.0,227300000.0,3202200000.0,1496200000.0,1254500000.0,2817700000.0,14329500000.0,14329500000.0,21315900000.0,2016,1475235602.09
